Name; Browser; Renderer; GPU Process; cpuTime (%); cpuSampling (%); Sum dumpsys
200ms; 0.2; 3.2; 3.3; 7.108761504603814; 0.3435731608730688; 0.23.33.2
200ms; 0.1; 3; 3.1; 5.77740817430366; 0.06896551724137005; 0.13.13
200ms; 0.2; 3.4; 3.5; 6.844001713913291; 0.05172413793104652; 0.23.53.4
200ms; 0.6; 5.1; 5.6; 7.018460875537421; 0.05084745762711829; 0.65.65.1
200ms; 0.2; 4.1; 4.3; 7.484724029131988; 0.016949152542368492; 0.24.34.1
200ms; 0.1; 4.3; 5.4; 5.2927421555569465; 0.017241379310346867; 0.15.44.3
200ms; 0.2; 5.8; 4.8; 5.610777298389528; 0.05084745762711421; 0.24.85.8
200ms; 0.3; 4.7; 4.3; 4.584167943953321; 0.01666666666666546; 0.34.34.7
200ms; 0; 3.8; 3.9; 9.005475827325617; 0.09999999999999326; 03.93.8
200ms; 0.2; 3.5; 4.1; 6.462725472365307; 0.10344827586207898; 0.24.13.5
200ms; 0.2; 4.6; 4.3; 6.258314821184628; 0.034482758620680544; 0.24.34.6
200ms; 0.3; 4.2; 5.1; 5.466140615752419; 0.16666666666666816; 0.35.14.2
200ms; 0.1; 3.8; 5.4; 6.698115639482697; 0.08333333333332892; 0.15.43.8
200ms; 0.2; 2.9; 2.8; 5.3678360472320525; 0.17307692307690947; 0.22.82.9
200ms; 0; 3; 2.6; 5.338920404283328; 0.01694915254237688; 02.63
200ms; 0.1; 2.8; 2.5; 5.526591000079733; 0.06779661016948636; 0.12.52.8
200ms; 0.1; 2.8; 2.7; 7.558727247106112; 0.19420903954801813; 0.12.72.8
200ms; 0.2; 2.9; 3.1; 6.339317319325104; 0.017853954650958195; 0.23.12.9
200ms; 0; 3; 3.1; 5.390487042481056; 0.10344827586206876; 03.13
200ms; 0.1; 2.8; 2.8; 5.039179891993262; 0.034482758620687615; 0.12.82.8
200ms; 0.1; 2.3; 2.4; 5.977589670393373; 0.1040943789035547; 0.12.42.3
200ms; 0.1; 2.8; 2.7; 6.551052107551763; 0.12068965517239784; 0.12.72.8
200ms; 0; 2.3; 2.6; 6.5859366825043; 0.11864406779662248; 02.62.3
200ms; 0.3; 4.1; 4.3; 6.0425864579543385; 0.03508771929826186; 0.34.34.1
200ms; 0.4; 6.7; 6.1; 6.9476258109930145; 0.11686143572620616; 0.46.16.7
200ms; 0.2; 3; 2.7; 6.681495235750916; 0.016666666666670812; 0.22.73
200ms; 0.2; 4; 4.1; 5.606465724122858; 0.0677966101694925; 0.24.14
200ms; 0.5; 7; 6.2; 5.873820885888194; 0.10344827586205858; 0.56.27
200ms; 0.1; 4.4; 3.6; 6.693384991572292; 0.14754098360656434; 0.13.64.4
200ms; 0.2; 3.1; 3; 4.474367342771186; 0.03389830508475682; 0.233.1
200ms; 0.1; 3; 2.7; 6.598496463695643; 0.16019935920257702; 0.12.73
200ms; 0.1; 3.5; 3.3; 9.802661908986627; 0.1929824561403397; 0.13.33.5
200ms; 0; 2.7; 2.5; 5.9135052939615536; 0.12066885019823805; 02.52.7
200ms; 0.4; 6.9; 8.2; 12.595215390590283; 0.47846889952152993; 0.48.26.9
200ms; 0.2; 3.5; 3.2; 5.277971317964336; 0.05084745762711617; 0.23.23.5
200ms; 0.1; 3.4; 3; 6.901572556936468; 0.03448275862069274; 0.133.4
200ms; 0.2; 3.2; 3.3; 5.543649564551859; 0.1016949152542392; 0.23.33.2
200ms; 0.3; 4.8; 5.3; 8.820280679321023; 0.3239556692242034; 0.35.34.8
200ms; 0.4; 5.1; 5; 5.63703361665974; 0.13440860215054143; 0.455.1
200ms; 0; 2.9; 2.7; 11.056688363363024; 0.140326258551122; 02.72.9
200ms; 0; 2.8; 3.2; 9.59815717926916; 0.21404942595835288; 03.22.8
200ms; 0.1; 3; 2.9; 6.783369781224402; 0.050847457627110015; 0.12.93
200ms; 1.4; 5.7; 4.9; 8.500151742779863; 0.04999999999999513; 1.44.95.7
200ms; 0.1; 3.5; 3.2; 6.214543697520347; 0.016949152542378453; 0.13.23.5
200ms; 0.4; 3.5; 3; 6.32675095026097; 0.017241379310342104; 0.433.5
200ms; 0.1; 4; 4.6; 6.868246667858656; 0.11439466158245486; 0.14.64
200ms; 0.2; 3; 2.8; 8.875813698114293; 0.0862068965517221; 0.22.83
200ms; 0.2; 3.7; 3.4; 9.090188006927855; 0.11111111111110304; 0.23.43.7
200ms; 0.1; 2.9; 2.7; 7.755475801777553; 0.10344827586205459; 0.12.72.9
200ms; 0.1; 3.7; 2.8; 8.56806012064569; 0.2285915245296407; 0.12.83.7
200ms; 0.2; 4.9; 4.6; 7.87720130900576; 0.035087719298230145; 0.24.64.9
200ms; 0; 3.3; 2.9; 9.145815263157822; 0.13207547169810963; 02.93.3
200ms; 0; 2.7; 2.4; 9.462477570892705; 0.3272132339574589; 02.42.7
200ms; 0; 2.9; 2.4; 9.356635558248978; 0.07017543859650992; 02.42.9
200ms; 0.2; 4.1; 3.2; 9.816681970421342; 0.20370370370370172; 0.23.24.1
200ms; 0.6; 4; 4.4; 7.82430022823889; 0.21847070506453603; 0.64.44
200ms; 0.3; 4.4; 4.3; 8.510695432821786; 0.38250059765719224; 0.34.34.4
200ms; 0.3; 4; 4; 9.50600432239222; 0.2962962962962887; 0.344
200ms; 0.2; 4.3; 4.4; 8.859601662611194; 0.08771929824562831; 0.24.44.3
200ms; 0.1; 3.2; 3.1; 10.636195938098746; 0.20408163265305626; 0.13.13.2
200ms; 0.2; 4.4; 3.5; 10.850207952084622; 0.3199999999999912; 0.23.54.4
200ms; 0.2; 3.3; 2.8; 12.272246257013984; 0.27272727272728453; 0.22.83.3
200ms; 0.1; 2.5; 2.2; 9.576288283484338; 0.17543859649123306; 0.12.22.5
200ms; 0.1; 3.1; 2.5; 7.2597071786455025; 0.3157340817400448; 0.12.53.1
200ms; 0.1; 2.9; 2.4; 9.725689866805947; 0.40740740740740355; 0.12.42.9
200ms; 0.1; 2.7; 2.2; 8.032144690111616; 0.12962962962962446; 0.12.22.7
500ms; 0; 1; 1; 4.702000247663597; 0.017857142857144768; 011
500ms; 0.1; 3; 1.2; 5.221192634646337; 0.13793103448276214; 0.11.23
500ms; 0; 1; 1; 14.293988073851294; 0.03225806451611807; 011
500ms; 0.1; 1.2; 1; 5.881016646608266; 0.01785714285714392; 0.111.2
500ms; 0.1; 1.3; 1; 6.319170621279251; 0.0322580645161145; 0.111.3
500ms; 0; 1.1; 1; 3.201725477406705; 0.016949152542367382; 011.1
500ms; 0; 1; 0.9; 5.16548875298452; 0.01612903225807296; 00.91
500ms; 0; 1; 1; 5.663740958752088; 0.1053185887309219; 011
500ms; 0; 1; 1; 6.92955480958779; 0.08474576271186296; 011
500ms; 0.4; 1.2; 1.1; 2.926890669610892; 0.016666666666657094; 0.41.11.2
500ms; 0.1; 1.1; 1; 3.812830805692613; 0.08206138191367153; 0.111.1
500ms; 0.1; 1.4; 1.5; 4.646634066143083; 0.03389830508475039; 0.11.51.4
500ms; 0.1; 1; 1; 5.947583996792994; 0.03225806451613611; 0.111
500ms; 0; 0.9; 0.9; 8.437968665534472; 0.17566272756307794; 00.90.9
500ms; 0; 1.2; 1; 1.9783103092333638; 0.07017543859648391; 011.2
500ms; 0.1; 1.2; 1.2; 7.044246033920771; 0.10714285714285504; 0.11.21.2
500ms; 0; 1.2; 1.2; 4.0282360760288825; 0.149999999999993; 01.21.2
500ms; 0; 1.2; 1; 4.51840382476139; 0.10169491525423631; 011.2
500ms; 0; 0.7; 1; 4.6069010962360695; 0.01785714285715185; 010.7
500ms; 0; 0.7; 0.9; 16.723188476954665; 0.07142857142857995; 00.90.7
500ms; 0; 1.1; 1; 3.709384814167063; 0.016949152542366595; 011.1
500ms; 0.1; 1.2; 0.9; 5.027296657251125; 0.11666666666666785; 0.10.91.2
500ms; 0; 0.9; 1; 5.32322536428739; 0.15094339622642045; 010.9
500ms; 0; 0.9; 1.1; 8.926301220784357; 0.01666666666665696; 01.10.9
500ms; 0.2; 1.2; 0.9; 6.405735933101776; 0.07142857142855194; 0.20.91.2
500ms; 0; 1; 0.9; 9.698970666884458; 0.22948938611589598; 00.91
500ms; 0; 1.1; 1.2; 6.114030346666317; 0.05084745762711964; 01.21.1
500ms; 0; 1.2; 1.1; 7.3076454264938295; 0.08064516129032412; 01.11.2
500ms; 0; 1.1; 1.2; 2.886278884447814; 0.0500000000000081; 01.21.1
500ms; 0; 0.8; 1; 4.7647443194132375; 0.13725490196078477; 010.8
500ms; 0; 1.1; 0.9; 3.5092522595371176; 0.06666666666666295; 00.91.1
500ms; 0; 0.8; 1; 4.260928334307613; 0.13333333333334157; 010.8
500ms; 0.1; 0.7; 0.6; 10.86189857555002; 0.07142857142856728; 0.10.60.7
500ms; 0; 0.9; 1; 5.5841104377352835; 0.035714285714273875; 010.9
500ms; 0; 0.8; 0.8; 7.577574580260511; 0.06349206349204707; 00.80.8
500ms; 0; 1; 0.8; 8.447840940536494; 0.016949152542376594; 00.81
500ms; 0; 1.1; 0.8; 9.62411334118832; 0.051724137931031665; 00.81.1
500ms; 0.1; 0.8; 0.9; 4.424272762533962; 0.01612903225807107; 0.10.90.8
500ms; 0; 0.8; 0.9; 5.128554405551307; 0.016129032258072155; 00.90.8
500ms; 0.1; 1.1; 1.1; 16.119896780071205; 0.031746031746046725; 0.11.11.1
500ms; 0; 0.8; 1; 3.559676107392905; 0.033333333333320114; 010.8
500ms; 0; 1.3; 1.1; 3.642786639412718; 0.05357142857144005; 01.11.3
500ms; 0; 1.6; 1.2; 9.38060467999238; 0.01612903225805833; 01.21.6
500ms; 0.2; 0.9; 1.3; 6.692416062247332; 0.15789473684209973; 0.21.30.9
500ms; 0.1; 0.7; 1.1; 12.93385437695721; 0.06896551724137265; 0.11.10.7
500ms; 0.2; 1.3; 0.8; 3.8706605885270773; 0.017857142857134144; 0.20.81.3
500ms; 0.1; 1; 1.1; 4.492301679976729; 0.01666666666665806; 0.11.11
500ms; 0; 0.9; 1; 10.446444450262899; 0.03333333333332682; 010.9
500ms; 0; 1.3; 1.7; 5.912579259200476; 0.01587301587301432; 01.71.3
500ms; 0; 1.2; 1.4; 7.285178081666663; 0.016129032258058538; 01.41.2
500ms; 0; 1.4; 1.4; 3.2393688625483716; 0.017857142857152244; 01.41.4
500ms; 0; 1.9; 1.5; 3.803131343293874; 0.01785714285713745; 01.51.9
500ms; 0.1; 1.2; 1.5; 4.4438363435106565; 0.01612903225805564; 0.11.51.2
500ms; 0; 1.1; 1.2; 5.751677027385264; 0.017857142857151415; 01.21.1
500ms; 0.1; 1.7; 1.5; 8.238559083078; 0.06557377049180918; 0.11.51.7
500ms; 0; 1.4; 1.2; 4.541413125517086; 0.08000000000000389; 01.21.4
500ms; 0; 1.1; 0.9; 6.440264193747307; 0.08000000000001126; 00.91.1
500ms; 0.1; 1.1; 1; 10.970586415064734; 0.08771929824562187; 0.111.1
500ms; 0; 0.9; 0.8; 6.993037800425437; 0.032258064516140016; 00.80.9
500ms; 0.1; 1.1; 1; 4.495388045409021; 0.27659574468084785; 0.111.1
500ms; 0; 1.1; 1; 2.9761006542359114; 0.017857142857137798; 011.1
500ms; 0.1; 1.4; 1.2; 3.154212877803663; 0.01785714285714803; 0.11.21.4
500ms; 0; 1.3; 0.8; 4.285995815570547; 0.01612903225805567; 00.81.3
500ms; 0.1; 1.2; 1; 5.140586757385322; 0.016129032258059554; 0.111.2
500ms; 0; 0.8; 0.9; 5.615393000996428; 0.01587301587302335; 00.90.8
500ms; 0; 0.9; 1.1; 11.122433576127413; 0.015384615384622527; 01.10.9
500ms; 0.2; 1.7; 2.1; 2.3526611439322815; 0.01666666666667017; 0.22.11.7
500ms; 0.2; 1.2; 1.2; 2.922516431895852; 0.01785714285714939; 0.21.21.2
500ms; 0; 1.2; 1; 2.920698009873972; 0.016129032258061764; 011.2
500ms; 0; 1.4; 1.2; 3.2080640709743853; 0.017857142857141534; 01.21.4
500ms; 0.1; 1.2; 1; 3.4738614200952487; 0.01612903225806601; 0.111.2
500ms; 0.1; 1.2; 1.2; 4.540266451423492; 0.01785714285715038; 0.11.21.2
500ms; 0.1; 1; 1.1; 4.3725554999719565; 0.01612903225806513; 0.11.11
500ms; 0.1; 3.1; 1.7; 5.464909888672811; 0.015873015873010328; 0.11.73.1
500ms; 0.1; 1.3; 1.3; 11.326478507065213; 0.04761904761904805; 0.11.31.3
500ms; 0; 1.4; 1.5; 6.6398040417046875; 0.01562500000000074; 01.51.4
500ms; 0; 1.5; 1.1; 3.963422092213785; 0.21111893033075319; 01.11.5
500ms; 0; 1.3; 1.3; 2.2875987746812583; 0.017241379310349636; 01.31.3
500ms; 0; 1.4; 1.4; 4.119112203325916; 0.01724137931033915; 01.41.4
500ms; 0; 1.1; 1.2; 14.79199612837653; 0.01694915254237751; 01.21.1
500ms; 0; 1.5; 1.6; 10.144330901844446; 0.01785714285714832; 01.61.5
500ms; 0; 1.2; 1.2; 5.463109750602258; 0.01666666666666488; 01.21.2
500ms; 0.1; 1.3; 1.1; 10.489230133322911; 0.017857142857147495; 0.11.11.3
500ms; 0.2; 1.6; 1.2; 6.393243379319961; 0.015873015873017322; 0.21.21.6
500ms; 0; 1.5; 1.2; 2.2499180640898198; 0.016949152542378495; 01.21.5
500ms; 0; 1.1; 1.2; 2.9040170406938386; 0.016949152542369818; 01.21.1
500ms; 0; 0.9; 0.8; 3.342660795306279; 0.016949152542377586; 00.80.9
500ms; 0.4; 1.4; 1.3; 4.271353572184477; 0.049999999999997366; 0.41.31.4
500ms; undefined; 1.3; 1.2; 3.4784400594948237; 0.05357142857142605; undefined1.21.3
500ms; undefined; 1.4; 1.2; 3.9218162303352893; 0.017857142857149295; undefined1.21.4
500ms; undefined; 1.2; 1.4; 4.175295944303697; 0.016129032258070584; undefined1.41.2
500ms; undefined; 1.3; 1.4; 4.429555986520578; 0.01785714285715297; undefined1.41.3
500ms; undefined; 1.2; 1.2; 4.862064025037443; 0.015873015873015574; undefined1.21.2
500ms; undefined; 1; 1.3; 5.888386339341334; 0.01587301587301742; undefined1.31
500ms; undefined; 2.3; 2.1; 7.014329279843409; 0.015624999999996331; undefined2.12.3
500ms; undefined; 1.8; 1.3; 2.3077730283256908; 0.017857142857152588; undefined1.31.8
500ms; undefined; 0.9; 1; 7.953882539243868; 0.016666666666673585; undefined10.9
500ms; undefined; 1.4; 1.4; 3.4620111906671016; 0.017857142857148286; undefined1.41.4
500ms; undefined; 1.4; 1.4; 3.850957832821506; 0.04838709677418852; undefined1.41.4
500ms; undefined; 1.4; 0.8; 3.980988982280942; 0.016666666666658857; undefined0.81.4
